customer_id,signup_date,region,age,income_band,recency_days,orders_cnt,revenue,churn_label
1196,2023-08-20,South,42,Mid,277,3,964.45,1
1197,2023-09-18,South,34,Low,9,1,638.94,0
1198,2023-12-25,North,39,Low,184,3,1431.63,1
1199,2023-10-21,North,28,Low,256,3,1367.41,1
1200,2023-08-15,South,61,Low,160,1,264.47,1
1201,2023-11-17,West,55,Mid,216,2,943.34,1
1202,2023-06-24,North,27,Low,49,6,2941.91,0
1203,2023-12-26,East,52,Mid,380,4,2641.92,1
1204,2023-10-05,East,26,Low,31,2,2241.25,0
1205,2023-08-26,North,39,Low,228,4,1602.44,1
1206,2023-11-26,North,53,Low,76,4,2377.83,1
1207,2023-07-08,South,19,Mid,276,5,3242.82,1
1208,2023-09-21,East,52,Mid,257,2,676.85,1
1209,2023-04-14,South,28,Mid,137,8,5185.76,1
1210,2023-12-18,East,50,Low,471,2,1168.75,1
1211,2023-08-16,West,41,Mid,197,7,3906.22,1
1212,2023-10-13,West,19,Mid,361,4,2156.07,1
1213,2023-06-18,West,53,Low,66,2,1006.53,1
1214,2023-11-13,West,30,Low,474,4,2910.33,1
1215,2023-01-28,West,62,Low,103,2,1537.88,1
1216,2023-02-11,West,57,Low,0,0,0,0
1217,2023-07-05,East,27,High,110,8,5809.85,1
1218,2023-09-25,West,46,Low,140,1,461.80,1
1219,2023-10-23,West,35,Mid,148,4,3669.03,1
1220,2023-06-10,South,46,Mid,101,4,2238.57,1
1221,2023-08-26,East,44,Low,204,4,2419.65,1
1222,2023-07-21,East,31,Mid,379,4,1856.04,1
1223,2023-12-17,West,48,Low,80,2,512.24,1
1224,2023-08-27,South,30,Mid,189,3,1743.91,1
1225,2023-06-02,West,60,Low,529,1,615.99,1
1226,2023-12-20,West,62,Low,243,1,106.75,1
1227,2023-02-09,West,25,Low,3,3,1721.80,0
1228,2023-12-26,North,52,Mid,78,4,2133.69,1
1229,2023-02-26,East,61,Mid,162,3,2008.41,1
1230,2023-04-16,West,23,Mid,77,7,4976.04,1
1231,2023-10-27,West,52,Low,113,4,2761.71,1
1232,2023-09-25,West,62,High,63,7,5086.91,1
1233,2023-12-21,East,28,Low,615,2,1535.04,1
1234,2023-10-01,East,45,Mid,255,3,1621.56,1
1235,2023-08-21,North,55,Mid,20,3,1517.92,0
1236,2023-05-07,West,33,Mid,15,8,3590.10,0
1237,2023-01-02,South,29,Mid,423,4,2729.68,1
1238,2023-02-15,East,36,Mid,115,5,2531.74,1
1239,2023-04-19,West,33,Mid,357,4,4028.77,1
1240,2023-01-15,South,52,Low,82,3,2804.58,1
1241,2023-07-05,North,35,Mid,103,6,4473.74,1
1242,2023-10-11,North,35,Low,236,3,993.45,1
1243,2023-12-18,West,62,Mid,39,6,3464.63,0
1244,2023-06-28,East,45,Mid,0,6,2403.45,0
1245,2023-11-16,North,61,Mid,187,4,2944.65,1
1246,2023-12-26,East,51,Mid,10,6,2971.41,0
1247,2023-11-10,South,59,Low,507,1,891.91,1
1248,2023-06-19,West,27,Mid,141,1,1159.32,1
1249,2023-04-29,South,62,Low,507,1,8.87,1
1250,2023-12-23,North,62,Mid,305,3,1900.44,1
1251,2023-03-30,North,19,Mid,168,10,4758.46,1
1252,2023-05-31,East,34,Mid,42,5,1997.35,0
1253,2023-01-28,South,37,Low,312,1,246.99,1
1254,2023-10-17,West,37,Low,0,0,0,0
1255,2023-08-26,South,54,Mid,125,7,4891.35,1
1256,2023-01-31,South,50,Low,226,3,2087.65,1
1257,2023-03-23,South,28,Low,167,4,2931.69,1
1258,2023-07-22,South,46,Low,188,6,3801.25,1
1259,2023-07-17,West,63,Mid,29,4,2583.66,0
1260,2023-10-20,North,38,Low,449,3,1270.42,1
1261,2023-04-08,West,61,Mid,92,4,1859.60,1
1262,2023-12-04,South,48,High,83,7,3446.42,1
1263,2023-06-12,North,61,Mid,33,3,1697.55,0
1264,2023-10-28,North,60,Low,241,3,1260.74,1
1265,2023-03-29,North,18,Low,2,2,861.45,0
1266,2023-01-14,West,55,Low,214,2,2116.30,1
1267,2023-01-21,East,26,Mid,4,6,4411.47,0
1268,2023-05-17,South,56,Mid,6,5,3026.24,0
1269,2023-12-14,East,55,Low,101,3,404.73,1
1270,2023-01-18,East,30,Low,131,3,1432.87,1
1271,2023-05-15,West,21,Low,197,3,2754.30,1
1272,2023-02-09,West,37,Low,490,2,888.88,1
1273,2023-12-07,East,32,High,97,12,7284.19,1
1274,2023-09-04,West,44,Low,440,2,1484.24,1
1275,2023-10-06,West,21,Low,28,4,1782.86,0
1276,2023-09-18,South,20,Low,140,3,1826.58,1
1277,2023-08-28,East,38,Low,375,2,675.93,1
1278,2023-10-10,North,54,Low,92,5,1483.96,1
1279,2023-01-03,West,32,Mid,244,2,288.11,1
1280,2023-11-12,West,33,Low,0,0,0,0
1281,2023-09-28,North,25,Low,13,4,2914.61,0
1282,2023-09-27,West,31,Mid,471,3,540.88,1
1283,2023-05-24,West,32,Mid,2,2,723.01,0
1284,2023-10-20,North,30,Low,134,4,2330.98,1
1285,2023-05-20,East,34,High,5,7,4356.07,0
1286,2023-01-18,West,31,Low,95,3,2243.36,1
1287,2023-11-28,West,49,High,145,11,5697.80,1
1288,2023-03-27,North,33,High,19,6,5257.96,0
1289,2023-02-07,South,53,Mid,54,11,7170.76,0
1290,2023-08-15,East,46,Low,340,2,1011.72,1
1291,2023-03-27,North,48,Mid,77,4,2760.01,1
1292,2023-11-10,South,45,Low,295,2,1977.44,1
1293,2023-06-11,North,61,Low,207,4,2026.72,1
1294,2023-01-02,North,30,Mid,130,7,5834.67,1
1295,2023-12-14,East,64,Mid,483,5,3017.08,1
1296,2023-07-07,East,27,High,155,8,4261.16,1
1297,2023-04-06,East,24,Mid,14,7,3624.35,0
1298,2023-09-05,West,56,High,169,7,3879.66,1
1299,2023-07-13,South,60,Mid,138,3,1313.53,1
1300,2023-01-11,South,22,Mid,176,4,3131.84,1
1301,2023-10-05,North,46,Mid,36,5,3458.08,0
1302,2023-05-27,North,42,High,15,10,6475.19,0
1303,2023-09-13,South,28,High,109,11,5235.08,1
1304,2023-11-23,North,42,Mid,55,3,1240.74,0
1305,2023-08-11,North,50,Mid,169,6,3310.92,1
1306,2023-09-03,North,44,Mid,276,1,588.30,1
1307,2023-04-03,East,42,Low,309,2,918.67,1
1308,2023-03-28,East,59,High,16,7,2539.30,0
1309,2023-06-01,West,28,Low,340,1,83.60,1
1310,2023-11-08,West,47,Low,78,3,1390.08,1
1311,2023-07-11,East,32,Mid,52,8,4196.01,0
1312,2023-05-08,North,63,Mid,2,3,2364.90,0
1313,2023-10-12,East,29,Mid,95,9,5435.14,1
1314,2023-11-08,North,58,Low,83,2,1881.44,1
1315,2023-11-26,South,47,Low,260,4,2438.22,1
1316,2023-04-20,South,28,Low,31,4,2663.95,0
1317,2023-09-17,South,53,Low,228,2,1651.78,1
1318,2023-08-04,South,29,Low,228,3,2060.02,1
1319,2023-06-13,East,30,Mid,0,0,0,0
1320,2023-05-25,West,34,Low,237,1,764.84,1
1321,2023-02-11,West,50,Low,299,4,3235.23,1
1322,2023-04-11,East,36,Low,90,3,2754.64,1
1323,2023-07-20,East,44,Mid,31,9,5899.27,0
1324,2023-11-20,North,43,High,80,8,4474.68,1
1325,2023-11-13,East,27,Low,104,5,2047.85,1
1326,2023-03-10,East,28,Low,651,2,1891.88,1
1327,2023-09-05,South,32,Mid,42,4,2254.26,0
1328,2023-01-31,South,28,Low,115,2,1442.95,1
1329,2023-09-04,West,61,Mid,51,6,4842.12,0
1330,2023-05-05,East,35,High,56,11,5347.25,0
1331,2023-06-14,South,37,Mid,89,6,4107.15,1
1332,2023-09-19,East,49,High,167,11,5972.83,1
1333,2023-06-05,South,55,Mid,108,7,3790.80,1
1334,2023-10-22,South,50,Mid,288,5,3136.17,1
1335,2023-07-14,South,43,Low,214,1,1089.24,1
1336,2023-12-31,South,63,Low,5,3,1836.52,0
1337,2023-08-21,East,60,Low,494,1,785.31,1
1338,2023-04-19,North,27,Mid,11,9,4320.62,0
1339,2023-10-10,West,25,Mid,340,4,2555.11,1
1340,2023-05-29,South,36,Low,145,4,3407.24,1
1341,2023-07-14,East,57,Mid,59,5,3026.58,0
1342,2023-02-19,East,63,Low,54,3,1761.91,0
1343,2023-02-13,East,51,Low,126,2,1433.88,1
1344,2023-07-29,East,50,Low,0,0,0,0
1345,2023-03-10,West,28,Mid,7,8,4714.81,0
1346,2023-12-31,East,45,Mid,120,3,1614.93,1
1347,2023-11-09,East,26,Mid,187,6,4811.63,1
1348,2023-09-13,East,43,Low,346,2,581.32,1
1349,2023-09-26,North,27,Mid,66,5,3463.88,1
1350,2023-08-06,South,21,High,140,10,6058.89,1
1351,2023-01-23,South,63,Low,177,3,1490.56,1
1352,2023-05-24,South,59,Mid,309,3,893.31,1
1353,2023-06-30,South,50,Low,74,3,2258.69,1
1354,2023-12-01,South,47,Low,143,3,1847.32,1
1355,2023-03-22,East,29,Mid,43,7,4107.19,0
1356,2023-07-01,North,44,Low,119,4,2045.00,1
1357,2023-05-06,West,53,Mid,80,11,6960.81,1
1358,2023-02-19,South,43,High,67,9,6143.61,1
1359,2023-02-07,East,31,Low,86,4,1486.36,1
1360,2023-05-14,North,36,Low,0,0,0,0
1361,2023-01-31,South,57,Mid,40,7,3168.83,0
1362,2023-01-25,North,29,Mid,236,3,2616.15,1
1363,2023-05-09,East,63,High,10,12,7598.56,0
1364,2023-03-15,South,53,Low,308,2,766.09,1
1365,2023-07-22,West,59,Mid,20,4,3541.65,0
1366,2023-01-07,South,41,High,8,10,5405.45,0
1367,2023-04-21,East,28,Low,305,2,784.16,1
1368,2023-06-15,South,19,Mid,364,1,252.56,1
1369,2023-12-18,East,43,Mid,37,9,4852.75,0
1370,2023-08-20,South,36,Mid,14,8,5060.01,0
1371,2023-11-18,South,23,Low,0,0,0,0
1372,2023-05-06,North,61,Mid,147,3,1630.25,1
1373,2023-06-14,North,63,Low,215,1,628.27,1
1374,2023-06-03,North,35,High,136,8,4614.46,1
1375,2023-11-20,West,49,Low,724,1,793.40,1
1376,2023-12-17,South,37,Low,105,3,1169.10,1
1377,2023-12-18,North,41,High,398,3,2047.12,1
1378,2023-10-02,West,47,Low,0,0,0,0
1379,2023-07-03,North,37,Mid,354,2,942.68,1
1380,2023-07-17,South,55,Low,248,5,3508.20,1
1381,2023-12-24,East,26,Mid,140,5,2080.52,1
1382,2023-04-14,West,49,Low,232,2,1378.25,1
1383,2023-05-07,East,64,Mid,121,6,4484.58,1
1384,2023-11-24,South,57,Mid,252,4,3332.61,1
1385,2023-05-22,West,20,Low,280,2,1103.96,1
1386,2023-03-27,North,23,Low,366,3,2346.77,1
1387,2023-07-24,West,47,Low,338,2,1485.17,1
1388,2023-04-29,West,61,Mid,9,4,2460.42,0
1389,2023-11-22,West,57,Low,676,1,361.16,1
1390,2023-11-28,South,60,Low,155,3,1841.46,1
1391,2023-04-22,North,25,Low,225,2,1009.46,1
1392,2023-07-13,East,42,Mid,250,5,4013.21,1
1393,2023-12-26,East,52,Mid,41,5,3547.84,0
1394,2023-09-28,East,47,Mid,42,7,4779.81,0
1395,2023-03-20,West,54,High,134,10,7868.58,1
1396,2023-08-04,East,28,Mid,347,2,1341.25,1
1397,2023-08-15,South,39,Mid,229,4,3509.26,1
1398,2023-08-27,South,39,Mid,443,2,1412.62,1
1399,2023-01-10,North,62,Low,88,3,1942.89,1
1400,2023-04-20,North,27,High,23,9,5371.78,0
1401,2023-11-08,North,33,Mid,107,4,3712.50,1
1402,2023-03-30,West,19,Mid,312,5,3976.74,1
1403,2023-04-20,East,25,Low,125,2,1577.06,1
1404,2023-04-28,East,64,Low,618,2,194.03,1
1405,2023-03-06,South,57,Mid,151,4,2754.10,1
1406,2023-02-26,East,30,Mid,424,2,724.49,1
1407,2023-05-07,West,50,Mid,182,5,2983.28,1
1408,2023-11-16,West,45,Low,0,0,0,0
1409,2023-01-01,East,60,Mid,22,9,5828.99,0
1410,2023-04-14,West,32,Low,106,4,3110.00,1
1411,2023-01-23,East,64,Low,653,1,61.30,1
1412,2023-07-24,South,35,Low,78,2,820.12,1
1413,2023-04-02,West,51,Mid,2,5,3836.93,0
1414,2023-10-17,South,36,Mid,445,1,836.32,1
1415,2023-08-02,South,49,High,99,7,3198.77,1
1416,2023-10-14,South,33,Mid,192,7,2968.93,1
1417,2023-08-20,East,57,Mid,17,7,4219.96,0
1418,2023-06-10,East,47,Mid,127,6,2503.12,1
1419,2023-11-11,East,31,Mid,27,10,5174.69,0
1420,2023-06-23,South,63,High,38,10,5124.53,0
1421,2023-12-13,North,51,Mid,569,2,1703.41,1
1422,2023-12-30,West,38,Low,255,1,1068.10,1
1423,2023-08-03,South,24,Mid,0,0,0,0
1424,2023-09-04,West,63,Low,292,3,544.45,1
1425,2023-04-04,North,53,Low,18,3,2296.72,0
1426,2023-10-25,East,49,Mid,339,4,3002.48,1
1427,2023-09-03,East,57,Mid,40,5,2832.97,0
1428,2023-11-26,West,46,Low,191,3,2095.23,1
1429,2023-04-08,North,28,Low,354,2,1793.57,1
1430,2023-10-15,West,29,High,9,10,6857.72,0
1431,2023-06-21,East,21,Low,82,2,1485.68,1
1432,2023-03-09,East,20,Low,200,1,581.53,1
1433,2023-03-04,East,52,Mid,305,1,181.16,1
1434,2023-07-25,North,58,Mid,134,3,2310.62,1
1435,2023-04-27,South,25,Mid,123,7,3292.06,1
1436,2023-02-07,South,44,Mid,146,3,1379.23,1
1437,2023-06-05,South,23,Low,508,2,910.60,1
1438,2023-08-27,East,37,Low,253,4,2303.93,1
1439,2023-04-27,South,55,Mid,67,6,4071.05,1
1440,2023-12-15,North,56,Mid,308,4,3381.51,1
1441,2023-10-12,North,62,Low,366,3,3049.24,1
1442,2023-07-07,North,32,Low,31,4,3551.08,0
1443,2023-12-08,North,62,Low,3,3,2260.65,0
1444,2023-06-08,East,54,Low,6,2,662.71,0
1445,2023-02-20,North,33,Low,149,4,3418.61,1
1446,2023-01-14,West,33,Low,601,2,721.71,1
1447,2023-12-09,North,23,Mid,287,2,437.70,1
1448,2023-12-17,North,61,Low,231,2,1271.82,1
1449,2023-09-27,West,27,Mid,72,6,3922.13,1
1450,2023-02-07,South,30,Mid,1,3,2482.98,0
1451,2023-04-18,South,37,Mid,2,7,4415.42,0
1452,2023-01-15,West,24,High,104,6,2925.83,1
1453,2023-01-19,West,55,Low,338,2,524.80,1
1454,2023-03-31,East,50,Low,86,3,2453.43,1
1455,2023-07-28,North,25,Mid,506,4,2916.77,1
1456,2023-01-24,East,25,Low,456,2,739.99,1
1457,2023-12-26,West,19,Low,36,6,2586.24,0
1458,2023-06-16,West,62,Low,0,0,0,0
1459,2023-04-07,North,38,High,53,8,5286.86,0
1460,2023-07-08,South,48,Low,307,2,1794.07,1
1461,2023-10-16,South,25,Mid,130,6,3933.54,1
1462,2023-04-25,North,28,Mid,236,3,2556.88,1
1463,2023-01-18,East,43,Mid,67,3,1398.77,1
1464,2023-01-19,South,27,Low,53,2,694.33,0
1465,2023-11-07,South,46,High,3,12,7720.43,0
1466,2023-02-10,North,61,Mid,232,4,3207.19,1
1467,2023-08-20,South,32,Mid,387,2,1120.80,1
1468,2023-05-21,North,46,Low,653,1,482.52,1
1469,2023-10-11,South,61,Mid,11,8,5280.73,0
1470,2023-01-23,North,60,Mid,15,5,2376.85,0
1471,2023-11-24,West,18,Low,0,0,0,0
1472,2023-09-12,North,23,Low,90,3,1370.84,1
1473,2023-06-13,East,64,Low,147,3,880.56,1
1474,2023-03-17,North,61,Low,387,1,211.29,1
1475,2023-12-23,North,33,Low,139,2,664.77,1
1476,2023-04-21,North,42,Low,438,1,279.55,1
1477,2023-06-29,North,44,Low,102,4,2695.10,1
1478,2023-05-24,North,49,High,121,12,7597.48,1
1479,2023-03-26,South,53,Mid,50,2,1520.13,0
1480,2023-06-02,East,35,Mid,13,4,1640.32,0
1481,2023-02-25,North,59,Mid,166,4,2843.60,1
1482,2023-01-01,South,20,Mid,12,3,1549.39,0
1483,2023-04-16,East,19,Low,409,1,38.16,1
1484,2023-02-10,North,63,Mid,132,6,3128.56,1
1485,2023-06-01,South,26,Low,0,0,0,0
1486,2023-11-11,North,64,Mid,143,4,2873.54,1
1487,2023-03-01,North,31,High,90,10,6459.93,1
1488,2023-01-01,South,35,High,2,7,5275.02,0
1489,2023-02-10,West,19,Low,0,3,2554.89,0
1490,2023-07-05,West,62,Mid,176,5,3302.81,1
1491,2023-04-11,West,34,Low,234,2,672.79,1
1492,2023-06-28,South,25,Low,221,3,1901.14,1
1493,2023-01-11,North,40,Low,46,3,2070.31,0
1494,2023-05-02,South,25,Low,0,0,0,0
1495,2023-05-30,North,55,Mid,0,3,1463.91,0
1496,2023-06-07,North,21,Low,0,0,0,0
1497,2023-07-21,North,41,Low,109,3,1689.33,1
1498,2023-10-12,South,36,High,62,8,3747.78,1
1499,2023-06-20,South,19,Mid,52,6,3004.11,0
1500,2023-11-04,North,20,Low,21,4,2474.68,0
1501,2023-07-13,East,42,Mid,187,6,3599.67,1
1502,2023-04-06,South,36,Mid,120,4,1740.25,1
1503,2023-03-25,West,24,Mid,25,5,4723.22,0
1504,2023-04-28,North,24,Mid,0,0,0,0
1505,2023-08-07,East,55,High,8,7,5270.23,0
1506,2023-03-30,North,52,Low,159,6,3436.08,1
1507,2023-11-30,South,46,Mid,25,5,1540.46,0
1508,2023-06-25,North,57,Low,72,3,2248.79,1
1509,2023-11-12,North,21,High,42,5,4314.71,0
1510,2023-09-07,East,50,Low,298,3,883.82,1
1511,2023-05-02,South,53,Low,144,2,1294.39,1
1512,2023-03-25,North,27,High,12,7,5106.44,0
1513,2023-09-29,West,43,Mid,417,1,773.38,1
1514,2023-05-01,North,54,Low,122,3,2404.11,1
1515,2023-04-01,East,46,Low,432,1,765.54,1
1516,2023-12-06,East,29,Low,199,5,2052.62,1
1517,2023-06-26,South,49,High,76,11,6631.04,1
1518,2023-01-18,South,53,Mid,202,4,4565.78,1
1519,2023-06-30,North,18,Low,15,6,5170.78,0
1520,2023-06-18,East,44,Mid,135,4,1296.36,1
1521,2023-11-12,North,41,Mid,187,3,1664.01,1
1522,2023-09-17,North,35,Low,641,1,392.33,1
1523,2023-03-11,South,20,High,2,10,6722.17,0
1524,2023-02-24,West,21,Low,20,4,2251.73,0
1525,2023-08-09,West,53,High,90,3,1761.50,1
1526,2023-01-18,West,56,Mid,2,5,3265.36,0
1527,2023-04-27,East,37,Low,730,1,543.91,1
1528,2023-02-20,East,62,Mid,125,8,5565.16,1
1529,2023-01-08,South,61,Mid,29,6,2230.75,0
1530,2023-12-02,West,49,Mid,26,8,4578.69,0
1531,2023-02-02,East,45,Mid,34,5,2412.41,0
1532,2023-01-04,South,63,Low,231,2,806.50,1
1533,2023-12-07,East,46,Low,0,0,0,0
1534,2023-03-10,East,61,Mid,25,5,3482.78,0
1535,2023-10-26,North,64,Low,48,2,1113.18,0
1536,2023-01-12,South,27,Low,583,2,670.95,1
1537,2023-02-26,South,49,Mid,195,6,4395.71,1
1538,2023-02-10,West,52,Low,423,1,54.13,1
1539,2023-09-15,South,56,Mid,501,4,858.65,1
1540,2023-08-15,West,34,Mid,33,5,2553.29,0
1541,2023-06-23,South,58,Mid,58,6,1910.33,0
1542,2023-03-30,West,40,Low,385,2,874.86,1
1543,2023-02-02,North,36,Mid,75,4,2440.75,1
1544,2023-07-27,West,25,Mid,47,3,1545.45,0
1545,2023-03-26,South,33,Low,664,1,366.91,1
1546,2023-08-04,South,63,Mid,5,5,3507.39,0
1547,2023-09-08,North,51,Mid,390,3,525.91,1
1548,2023-11-07,South,52,Low,226,1,166.54,1
1549,2023-06-30,South,60,Low,320,5,3457.45,1
1550,2023-01-02,East,30,Mid,11,2,900.60,0
1551,2023-04-13,West,49,Low,18,2,1403.69,0
1552,2023-11-08,East,35,High,16,12,8322.27,0
1553,2023-07-14,East,57,Mid,330,7,4900.16,1
1554,2023-08-14,South,37,Low,81,4,1026.75,1
1555,2023-06-17,West,58,Mid,35,3,1310.88,0
1556,2023-03-01,West,53,Mid,184,6,2997.42,1
1557,2023-11-24,South,54,Low,381,1,249.15,1
1558,2023-10-10,West,61,High,104,13,8397.07,1
1559,2023-12-30,South,55,Mid,274,5,3691.49,1
1560,2023-11-09,West,33,Mid,73,6,2478.86,1
1561,2023-04-17,West,42,Mid,9,5,3191.95,0
1562,2023-04-03,East,40,Mid,486,2,1357.65,1
1563,2023-04-01,North,21,Mid,569,1,515.69,1
1564,2023-12-02,East,45,Low,273,4,2126.30,1
1565,2023-07-23,North,38,Low,246,2,1616.70,1
1566,2023-06-15,West,36,Mid,7,8,6626.51,0
1567,2023-12-20,South,23,Mid,81,6,3520.29,1
1568,2023-08-09,East,41,Mid,14,9,4897.03,0
1569,2023-11-28,West,45,Mid,56,5,2143.54,0
1570,2023-12-26,North,22,Mid,191,4,1164.76,1
1571,2023-01-29,South,47,Mid,86,7,6435.88,1
1572,2023-05-12,East,25,High,47,6,3379.86,0
1573,2023-09-25,South,24,Low,428,1,415.14,1
1574,2023-10-24,North,36,High,47,13,7099.68,0
1575,2023-02-24,North,36,Mid,79,7,4008.99,1
1576,2023-04-27,South,61,Low,157,2,2524.46,1
1577,2023-07-20,East,21,Low,206,1,429.33,1
1578,2023-10-19,East,34,Low,366,2,1736.47,1
1579,2023-02-11,North,52,Mid,186,3,2748.47,1
1580,2023-08-08,South,29,Mid,326,3,2547.19,1
1581,2023-04-19,South,64,Mid,203,4,2122.06,1
1582,2023-03-20,South,52,Mid,36,5,2227.11,0
1583,2023-07-08,East,62,Low,149,2,983.51,1
1584,2023-06-01,South,62,Low,143,2,1172.55,1
1585,2023-08-21,East,23,High,5,5,3223.44,0
1586,2023-04-26,West,39,High,25,13,8223.62,0
1587,2023-10-28,East,52,Mid,517,2,1252.75,1
1588,2023-01-29,East,18,Low,91,4,1306.53,1
1589,2023-11-11,North,39,Low,98,2,2429.95,1
1590,2023-01-11,North,50,Low,142,3,1893.21,1
1591,2023-09-26,North,55,Mid,402,3,1827.00,1
1592,2023-05-07,West,37,Low,364,4,2688.47,1
1593,2023-05-20,West,58,High,30,3,1346.92,0
1594,2023-01-07,North,49,Mid,97,7,3526.06,1
1595,2023-09-14,North,20,Mid,57,9,4324.07,0
1596,2023-03-02,South,31,Low,592,1,128.36,1
1597,2023-08-29,East,62,Low,128,5,3192.77,1
1598,2023-09-22,East,18,Mid,139,2,554.85,1
1599,2023-11-05,East,23,Mid,124,3,1679.70,1
1600,2023-09-16,West,34,Low,0,0,0,0
1601,2023-04-21,South,64,Mid,112,9,5415.19,1
1602,2023-09-27,East,51,Low,558,1,739.08,1
1603,2023-10-29,East,24,Low,91,3,1061.83,1
1604,2023-04-26,South,36,High,11,10,5735.12,0
1605,2023-02-15,West,62,Low,411,2,762.79,1
1606,2023-11-21,North,28,Low,358,2,1536.97,1
1607,2023-02-23,East,45,Mid,125,6,2597.97,1
1608,2023-08-05,East,39,Low,727,1,678.32,1
1609,2023-03-28,West,53,Low,421,4,2439.57,1
1610,2023-02-15,East,53,Low,103,4,4586.72,1
1611,2023-10-11,South,57,Low,246,3,902.44,1
1612,2023-02-22,West,23,Mid,3,7,4945.34,0
1613,2023-09-02,West,39,Low,0,0,0,0
1614,2023-09-10,East,50,Mid,65,8,7238.21,1
1615,2023-01-22,West,37,High,43,5,1973.45,0
1616,2023-03-05,South,49,Low,84,3,2263.26,1
1617,2023-10-17,East,47,Low,663,1,418.55,1
1618,2023-07-05,West,35,Low,695,1,442.02,1
1619,2023-02-14,South,22,Low,95,7,4780.67,1
1620,2023-12-28,South,63,Low,58,1,971.03,0
1621,2023-04-07,West,56,Mid,12,5,3982.46,0
1622,2023-01-02,West,60,Low,167,4,1830.89,1
1623,2023-12-04,West,32,Mid,3,2,748.15,0
1624,2023-01-07,South,32,Mid,109,9,6989.81,1
1625,2023-07-21,West,33,Mid,57,3,1945.94,0
1626,2023-12-29,North,19,Low,272,2,1342.40,1
1627,2023-07-30,East,25,Low,111,3,1298.44,1
1628,2023-08-02,South,32,High,157,9,5109.13,1
1629,2023-05-22,West,64,Low,534,1,243.07,1
1630,2023-02-16,West,27,Mid,258,4,2213.82,1
1631,2023-07-29,East,41,Mid,154,7,4416.34,1
1632,2023-11-24,East,43,Mid,150,7,4303.20,1
1633,2023-02-03,South,34,Low,316,1,882.60,1
1634,2023-11-18,East,61,Low,113,2,1074.64,1
1635,2023-06-01,East,22,Mid,7,3,1813.93,0
1636,2023-07-15,North,58,Mid,38,5,3318.79,0
1637,2023-03-02,East,52,Mid,97,8,6026.42,1
1638,2023-08-15,West,32,Mid,135,2,1767.55,1
1639,2023-03-08,East,54,High,270,4,2367.98,1
1640,2023-04-10,West,38,High,130,8,5708.64,1
1641,2023-09-21,South,63,Mid,21,4,1660.31,0
1642,2023-01-19,East,19,Low,571,1,816.40,1
1643,2023-06-13,North,19,Mid,37,3,3861.89,0
1644,2023-08-06,South,43,Mid,32,4,2094.04,0
1645,2023-02-18,South,61,Mid,128,3,977.33,1
1646,2023-04-18,South,20,Low,0,0,0,0
1647,2023-05-06,North,54,Mid,10,4,2338.51,0
1648,2023-08-31,East,62,Low,511,4,3792.64,1
1649,2023-12-23,South,40,Low,36,6,3809.09,0
1650,2023-11-02,South,58,Mid,113,6,3525.28,1
1651,2023-03-11,North,53,Mid,20,4,2645.16,0
1652,2023-01-07,East,28,Mid,39,8,3353.22,0
1653,2023-01-19,South,58,Mid,55,5,2211.14,0
1654,2023-08-06,South,50,Mid,18,8,4284.50,0
1655,2023-02-27,East,18,Low,105,3,2063.47,1
1656,2023-03-26,North,44,Mid,19,7,4340.12,0
1657,2023-11-06,West,48,Low,505,2,873.44,1
1658,2023-11-15,North,55,Mid,21,7,3756.30,0
1659,2023-11-03,South,54,Low,47,2,2165.62,0
1660,2023-04-03,North,40,High,40,12,8003.26,0
1661,2023-08-15,East,32,Mid,2,3,1653.63,0
1662,2023-08-11,South,27,Mid,390,4,1581.95,1
1663,2023-03-09,West,22,Low,0,0,0,0
1664,2023-07-22,South,48,Low,49,5,4636.00,0
1665,2023-07-11,East,63,Mid,285,6,3169.55,1
1666,2023-05-25,North,21,Mid,70,2,1223.73,1
1667,2023-10-02,North,51,Mid,10,8,4702.52,0
1668,2023-09-05,South,45,High,7,6,5835.55,0
1669,2023-07-14,East,26,Mid,233,4,1350.16,1
1670,2023-09-22,South,27,Mid,108,6,5849.80,1
1671,2023-10-06,West,31,Mid,14,6,3436.38,0
1672,2023-07-26,East,50,Mid,126,4,3230.21,1
1673,2023-04-08,West,32,Mid,16,7,6013.87,0
1674,2023-10-04,South,56,Mid,2,6,4330.07,0
1675,2023-09-19,West,35,Low,169,2,965.19,1
1676,2023-12-25,East,23,Low,496,1,598.40,1
1677,2023-02-24,East,22,Low,126,4,3260.79,1
1678,2023-06-03,West,36,High,2,9,6043.71,0
1679,2023-12-04,East,37,Mid,242,6,2141.46,1
1680,2023-07-07,West,52,Low,0,0,0,0
1681,2023-12-11,East,40,Mid,135,4,3100.71,1
1682,2023-01-05,North,25,Mid,63,6,4583.12,1
1683,2023-01-13,East,28,High,91,9,4827.20,1
1684,2023-10-18,South,44,High,477,3,2560.05,1
1685,2023-05-11,West,33,Mid,71,3,2365.35,1
1686,2023-07-09,West,49,Mid,10,6,2972.13,0
1687,2023-06-06,North,61,Low,134,2,737.77,1
1688,2023-05-29,North,34,Low,420,5,3355.82,1
1689,2023-12-09,North,43,Mid,50,5,4543.40,0
1690,2023-02-04,South,57,Mid,6,5,3420.03,0
1691,2023-10-09,North,27,Low,544,2,862.06,1
1692,2023-11-21,East,42,Mid,67,8,5807.49,1
1693,2023-08-28,East,32,Low,270,5,2745.27,1
