customer_id,signup_date,region,age,income_band
856,2023-11-07,South,38,Low
857,2023-03-31,East,28,Mid
858,2023-01-21,South,18,Mid
859,2023-09-02,East,28,Mid
860,2023-10-20,East,50,Mid
861,2023-12-20,South,55,Low
862,2023-12-05,South,31,Mid
863,2023-02-13,East,21,Low
864,2023-10-09,East,44,Low
865,2023-11-05,South,54,Mid
866,2023-09-12,South,21,Low
867,2023-10-27,East,55,Low
868,2023-11-02,East,26,Low
869,2023-06-12,North,30,Mid
870,2023-01-15,South,47,High
871,2023-06-16,West,20,Mid
872,2023-03-15,North,32,Low
873,2023-02-11,West,24,Mid
874,2023-02-15,North,28,Low
875,2023-09-12,East,54,High
876,2023-07-04,South,28,Mid
877,2023-07-17,North,20,Low
878,2023-09-29,West,28,Mid
879,2023-07-20,South,22,Low
880,2023-08-18,West,47,Mid
881,2023-02-01,South,63,Low
882,2023-11-07,West,25,High
883,2023-06-13,West,52,Mid
884,2023-02-26,East,35,High
885,2023-10-24,North,21,High
886,2023-09-26,East,50,Low
887,2023-01-20,East,27,Mid
888,2023-03-12,West,42,Mid
889,2023-01-06,South,41,Low
890,2023-04-09,South,46,Low
891,2023-02-06,North,24,Low
892,2023-09-17,East,29,Low
893,2023-07-10,West,52,High
894,2023-12-24,North,61,Mid
895,2023-10-01,East,18,Mid
896,2023-08-12,West,37,High
897,2023-07-05,North,59,Low
898,2023-01-20,North,31,Mid
899,2023-01-26,East,39,Low
900,2023-08-13,East,60,Low
901,2023-01-02,North,63,Low
902,2023-01-16,West,48,Low
903,2023-03-21,East,50,Mid
904,2023-11-19,West,46,Mid
905,2023-06-17,West,31,Low
906,2023-09-16,West,59,Low
907,2023-05-31,East,19,Mid
908,2023-03-05,South,20,Low
909,2023-05-16,East,46,Mid
910,2023-02-03,North,57,High
911,2023-10-09,East,56,Mid
912,2023-03-08,North,49,Mid
913,2023-05-18,East,35,Mid
914,2023-12-24,North,34,Mid
915,2023-08-05,South,38,High
916,2023-06-17,North,30,High
917,2023-07-18,East,37,Mid
918,2023-10-14,West,22,Mid
919,2023-04-03,North,33,Mid
920,2023-08-21,West,62,Low
921,2023-11-15,West,51,Mid
922,2023-07-28,South,24,Mid
923,2023-06-12,East,31,Mid
924,2023-02-22,South,30,Low
925,2023-04-01,North,31,Low
926,2023-12-12,East,50,Low
927,2023-07-17,North,60,Mid
928,2023-04-20,West,51,High
929,2023-06-02,West,40,High
930,2023-07-30,West,25,Low
931,2023-07-16,East,24,Low
932,2023-09-13,East,56,Mid
933,2023-04-04,West,49,Mid
934,2023-08-25,North,41,Mid
935,2023-06-11,North,45,Low
936,2023-12-10,East,57,Low
937,2023-02-27,South,56,Mid
938,2023-02-24,South,22,Mid
939,2023-06-18,North,36,Low
940,2023-07-05,East,20,High
941,2023-09-10,South,36,Mid
942,2023-05-28,North,47,High
943,2023-11-30,North,27,Mid
944,2023-06-23,South,25,Mid
945,2023-02-17,West,41,High
946,2023-02-13,South,42,High
947,2023-12-22,East,51,High
948,2023-02-18,West,18,Mid
949,2023-12-12,South,29,Mid
950,2023-04-12,West,54,Low
951,2023-02-04,East,50,Low
952,2023-04-22,East,60,High
953,2023-08-13,North,56,Low
954,2023-06-06,North,57,Mid
955,2023-10-14,West,42,High
956,2023-08-12,West,63,High
957,2023-05-27,West,37,High
958,2023-08-20,West,60,Mid
959,2023-12-21,North,36,Mid
960,2023-05-31,West,38,High
961,2023-02-26,South,50,Low
962,2023-05-30,West,36,Low
963,2023-11-03,North,24,High
964,2023-03-21,South,60,Mid
965,2023-12-13,West,39,Mid
966,2023-08-03,West,61,Low
967,2023-08-08,East,36,Mid
968,2023-04-26,South,63,High
969,2023-12-02,South,46,Mid
970,2023-01-14,West,54,Mid
971,2023-04-20,South,53,Mid
972,2023-06-02,South,27,High
973,2023-06-24,East,56,High
974,2023-06-23,South,62,Mid
975,2023-02-23,East,49,Mid
976,2023-03-24,South,62,Low
977,2023-02-04,West,57,Mid
978,2023-07-28,West,49,Low
979,2023-05-09,West,40,Mid
980,2023-07-26,East,58,Mid
981,2023-08-04,South,26,Low
982,2023-09-14,East,44,Low
983,2023-07-19,West,56,Low
984,2023-08-25,East,62,Low
985,2023-08-03,East,30,Mid
986,2023-08-27,East,22,Low
987,2023-08-14,East,33,Low
988,2023-04-26,East,58,High
989,2023-03-31,North,42,Low
990,2023-10-15,South,20,High
991,2023-05-06,East,23,Mid
992,2023-07-20,North,33,Mid
993,2023-03-13,West,34,Mid
994,2023-06-07,East,24,Low
995,2023-07-13,North,41,Mid
996,2023-08-17,West,40,Mid
997,2023-07-12,East,27,Low
998,2023-05-12,West,28,Mid
999,2023-12-18,South,49,Mid
1000,2023-07-07,West,62,High
1001,2023-10-23,South,64,Mid
1002,2023-09-26,East,44,Low
1003,2023-07-23,North,19,High
1004,2023-11-20,East,60,High
1005,2023-02-16,East,62,Mid
1006,2023-12-03,East,31,Low
1007,2023-11-07,South,36,Mid
1008,2023-07-03,West,19,Mid
1009,2023-09-25,East,55,Low
1010,2023-07-09,South,54,High
1011,2023-04-09,West,18,Mid
1012,2023-10-19,East,51,High
1013,2023-03-31,West,37,Mid
1014,2023-04-25,West,43,Low
1015,2023-07-09,West,28,High
1016,2023-11-02,West,56,Mid
1017,2023-05-21,East,37,Mid
1018,2023-06-30,North,57,Mid
1019,2023-01-16,East,24,Low
1020,2023-02-12,West,45,Mid
1021,2023-01-21,East,32,Mid
1022,2023-01-27,West,63,High
1023,2023-11-14,North,44,High
1024,2023-11-04,South,51,Mid
1025,2023-10-27,East,22,Low
1026,2023-01-21,South,49,Mid
1027,2023-01-29,North,22,Low
1028,2023-04-13,North,34,Mid
1029,2023-07-26,West,28,Mid
1030,2023-05-02,South,18,High
1031,2023-06-27,North,45,Low
1032,2023-03-05,North,29,Low
1033,2023-09-24,South,42,High
1034,2023-04-25,North,53,Mid
1035,2023-01-25,East,26,High
1036,2023-09-29,West,51,High
1037,2023-11-26,North,31,Mid
1038,2023-01-06,East,33,Mid
1039,2023-06-09,North,45,Mid
1040,2023-10-29,South,47,Mid
1041,2023-09-15,West,48,High
1042,2023-11-09,East,27,Low
1043,2023-06-01,West,45,Mid
1044,2023-05-16,North,30,Low
1045,2023-09-16,South,31,Mid
1046,2023-02-26,South,62,Mid
1047,2023-03-29,South,22,High
1048,2023-08-08,West,37,Mid
1049,2023-09-01,North,38,Low
1050,2023-02-13,West,29,Low
1051,2023-07-05,West,54,Low
1052,2023-05-14,East,40,Low
1053,2023-07-03,South,51,High
1054,2023-12-16,East,36,Mid
1055,2023-01-28,South,60,Low
1056,2023-12-30,West,52,Mid
1057,2023-06-14,South,33,Low
1058,2023-10-09,West,63,Low
1059,2023-06-04,East,58,High
1060,2023-04-24,East,45,Low
1061,2023-10-09,East,18,Mid
1062,2023-09-08,East,45,Mid
1063,2023-02-22,West,50,Low
1064,2023-09-15,North,35,Low
1065,2023-10-02,West,24,Low
1066,2023-05-22,West,44,Low
1067,2023-12-04,West,55,High
1068,2023-08-22,South,33,Mid
1069,2023-05-02,West,39,Mid
1070,2023-01-04,South,18,Low
1071,2023-09-04,West,51,High
1072,2023-03-18,North,58,Low
1073,2023-10-04,South,54,High
1074,2023-07-11,South,38,Low
1075,2023-06-20,South,20,High
1076,2023-03-01,South,41,Low
1077,2023-09-17,West,62,Low
1078,2023-03-02,South,21,Mid
1079,2023-06-02,East,28,Low
1080,2023-11-02,North,57,Mid
1081,2023-12-02,West,44,Mid
1082,2023-12-28,West,26,Mid
1083,2023-12-16,South,19,Low
1084,2023-07-22,East,37,Mid
1085,2023-03-15,West,45,Low
1086,2023-11-03,West,57,High
1087,2023-10-20,South,59,Mid
1088,2023-12-28,South,39,Mid
1089,2023-08-26,West,37,High
1090,2023-02-21,South,61,Mid
1091,2023-07-03,West,54,Mid
1092,2023-06-13,South,27,Low
1093,2023-11-04,West,50,Mid
1094,2023-05-24,North,51,Low
1095,2023-04-30,North,28,Low
1096,2023-01-30,West,63,Mid
1097,2023-11-01,West,31,Low
1098,2023-10-03,West,43,Mid
1099,2023-01-16,West,41,Low
1100,2023-06-08,South,50,Mid
1101,2023-06-25,South,60,High
1102,2023-06-21,North,36,Low
1103,2023-12-02,East,36,Mid
1104,2023-02-24,North,53,Mid
1105,2023-04-22,West,62,High
1106,2023-03-08,North,60,Low
1107,2023-03-31,North,53,Mid
1108,2023-11-28,North,51,Mid
1109,2023-12-10,North,54,Mid
1110,2023-01-17,North,61,Low
1111,2023-08-19,East,18,Low
1112,2023-03-26,South,45,Mid
1113,2023-03-12,East,19,Low
1114,2023-04-17,West,45,Mid
1115,2023-03-12,East,36,Mid
1116,2023-06-28,East,32,Mid
1117,2023-12-30,South,59,Low
1118,2023-08-03,North,51,Low
1119,2023-09-21,South,44,Mid
1120,2023-06-30,West,59,Mid
1121,2023-01-06,East,22,High
1122,2023-01-31,South,48,Mid
1123,2023-04-09,South,25,Mid
1124,2023-03-30,West,28,Low
1125,2023-11-03,East,26,High
1126,2023-11-04,East,43,Low
1127,2023-11-08,West,47,Low
1128,2023-08-21,East,53,Low
1129,2023-07-23,East,38,Low
1130,2023-08-25,North,62,Mid
1131,2023-05-29,North,35,Low
1132,2023-09-02,West,25,Low
1133,2023-10-17,East,19,Low
1134,2023-10-06,South,23,High
1135,2023-08-13,East,38,Mid
1136,2023-01-22,North,37,High
1137,2023-09-22,West,58,High
1138,2023-05-14,North,23,High
1139,2023-09-29,West,30,Mid
1140,2023-07-16,East,64,Low
1141,2023-11-18,South,19,Low
1142,2023-05-04,North,37,Low
1143,2023-12-06,West,27,Mid
1144,2023-11-05,North,43,Low
1145,2023-05-01,North,63,Low
1146,2023-06-26,West,28,Mid
1147,2023-07-13,South,35,Low
1148,2023-10-08,South,39,Low
1149,2023-09-09,North,55,Low
1150,2023-11-07,West,64,Mid
1151,2023-05-16,South,22,Low
1152,2023-07-04,North,40,Low
1153,2023-06-07,South,53,Low
1154,2023-11-28,North,18,Mid
1155,2023-04-22,South,55,Low
1156,2023-08-03,North,29,Low
1157,2023-02-13,North,42,High
1158,2023-11-07,South,63,High
1159,2023-05-21,West,47,Low
1160,2023-05-05,North,64,Low
1161,2023-08-01,North,46,Low
1162,2023-07-02,West,27,Mid
1163,2023-11-06,West,50,Low
1164,2023-07-13,East,46,High
1165,2023-07-08,North,32,Mid
1166,2023-02-08,South,21,Mid
1167,2023-01-09,North,48,Low
1168,2023-05-26,North,45,High
1169,2023-12-31,South,54,Mid
1170,2023-12-01,East,23,Mid
1171,2023-08-18,South,43,Low
1172,2023-08-19,East,56,Mid
1173,2023-05-23,South,59,Mid
1174,2023-03-06,South,62,High
1175,2023-01-04,West,27,Mid
1176,2023-05-04,West,26,Mid
1177,2023-04-26,South,45,Mid
1178,2023-03-11,East,39,Mid
1179,2023-04-05,South,29,High
1180,2023-01-10,North,22,Mid
1181,2023-08-10,East,24,Low
1182,2023-12-05,North,33,Low
1183,2023-09-10,South,52,Mid
1184,2023-06-13,South,21,High
1185,2023-06-03,North,22,Low
1186,2023-04-23,North,30,Low
1187,2023-02-21,South,59,High
1188,2023-08-07,West,64,Mid
1189,2023-07-26,East,38,Low
1190,2023-01-03,South,20,Low
1191,2023-06-01,North,18,Mid
1192,2023-04-12,East,58,Low
1193,2023-03-04,North,38,Mid
1194,2023-09-14,East,21,Mid
1195,2023-07-11,West,57,Mid
1196,2023-08-20,South,42,Mid
1197,2023-09-18,South,34,Low
1198,2023-12-25,North,39,Low
1199,2023-10-21,North,28,Low
1200,2023-08-15,South,61,Low
1201,2023-11-17,West,55,Mid
1202,2023-06-24,North,27,Low
1203,2023-12-26,East,52,Mid
1204,2023-10-05,East,26,Low
1205,2023-08-26,North,39,Low
1206,2023-11-26,North,53,Low
1207,2023-07-08,South,19,Mid
1208,2023-09-21,East,52,Mid
1209,2023-04-14,South,28,Mid
1210,2023-12-18,East,50,Low
1211,2023-08-16,West,41,Mid
1212,2023-10-13,West,19,Mid
1213,2023-06-18,West,53,Low
1214,2023-11-13,West,30,Low
1215,2023-01-28,West,62,Low
1216,2023-02-11,West,57,Low
1217,2023-07-05,East,27,High
1218,2023-09-25,West,46,Low
1219,2023-10-23,West,35,Mid
1220,2023-06-10,South,46,Mid
1221,2023-08-26,East,44,Low
1222,2023-07-21,East,31,Mid
1223,2023-12-17,West,48,Low
1224,2023-08-27,South,30,Mid
1225,2023-06-02,West,60,Low
1226,2023-12-20,West,62,Low
1227,2023-02-09,West,25,Low
1228,2023-12-26,North,52,Mid
1229,2023-02-26,East,61,Mid
1230,2023-04-16,West,23,Mid
1231,2023-10-27,West,52,Low
1232,2023-09-25,West,62,High
1233,2023-12-21,East,28,Low
1234,2023-10-01,East,45,Mid
1235,2023-08-21,North,55,Mid
1236,2023-05-07,West,33,Mid
1237,2023-01-02,South,29,Mid
1238,2023-02-15,East,36,Mid
1239,2023-04-19,West,33,Mid
1240,2023-01-15,South,52,Low
1241,2023-07-05,North,35,Mid
1242,2023-10-11,North,35,Low
1243,2023-12-18,West,62,Mid
1244,2023-06-28,East,45,Mid
1245,2023-11-16,North,61,Mid
1246,2023-12-26,East,51,Mid
1247,2023-11-10,South,59,Low
1248,2023-06-19,West,27,Mid
1249,2023-04-29,South,62,Low
1250,2023-12-23,North,62,Mid
1251,2023-03-30,North,19,Mid
1252,2023-05-31,East,34,Mid
1253,2023-01-28,South,37,Low
1254,2023-10-17,West,37,Low
1255,2023-08-26,South,54,Mid
1256,2023-01-31,South,50,Low
1257,2023-03-23,South,28,Low
1258,2023-07-22,South,46,Low
1259,2023-07-17,West,63,Mid
1260,2023-10-20,North,38,Low
1261,2023-04-08,West,61,Mid
1262,2023-12-04,South,48,High
1263,2023-06-12,North,61,Mid
1264,2023-10-28,North,60,Low
1265,2023-03-29,North,18,Low
1266,2023-01-14,West,55,Low
1267,2023-01-21,East,26,Mid
1268,2023-05-17,South,56,Mid
1269,2023-12-14,East,55,Low
1270,2023-01-18,East,30,Low
1271,2023-05-15,West,21,Low
1272,2023-02-09,West,37,Low
1273,2023-12-07,East,32,High
1274,2023-09-04,West,44,Low
1275,2023-10-06,West,21,Low
1276,2023-09-18,South,20,Low
1277,2023-08-28,East,38,Low
1278,2023-10-10,North,54,Low
1279,2023-01-03,West,32,Mid
1280,2023-11-12,West,33,Low
1281,2023-09-28,North,25,Low
1282,2023-09-27,West,31,Mid
1283,2023-05-24,West,32,Mid
1284,2023-10-20,North,30,Low
1285,2023-05-20,East,34,High
1286,2023-01-18,West,31,Low
1287,2023-11-28,West,49,High
1288,2023-03-27,North,33,High
1289,2023-02-07,South,53,Mid
1290,2023-08-15,East,46,Low
1291,2023-03-27,North,48,Mid
1292,2023-11-10,South,45,Low
1293,2023-06-11,North,61,Low
1294,2023-01-02,North,30,Mid
1295,2023-12-14,East,64,Mid
1296,2023-07-07,East,27,High
1297,2023-04-06,East,24,Mid
1298,2023-09-05,West,56,High
1299,2023-07-13,South,60,Mid
1300,2023-01-11,South,22,Mid
1301,2023-10-05,North,46,Mid
1302,2023-05-27,North,42,High
1303,2023-09-13,South,28,High
1304,2023-11-23,North,42,Mid
1305,2023-08-11,North,50,Mid
1306,2023-09-03,North,44,Mid
1307,2023-04-03,East,42,Low
1308,2023-03-28,East,59,High
1309,2023-06-01,West,28,Low
1310,2023-11-08,West,47,Low
1311,2023-07-11,East,32,Mid
1312,2023-05-08,North,63,Mid
1313,2023-10-12,East,29,Mid
1314,2023-11-08,North,58,Low
1315,2023-11-26,South,47,Low
1316,2023-04-20,South,28,Low
1317,2023-09-17,South,53,Low
1318,2023-08-04,South,29,Low
1319,2023-06-13,East,30,Mid
1320,2023-05-25,West,34,Low
1321,2023-02-11,West,50,Low
1322,2023-04-11,East,36,Low
1323,2023-07-20,East,44,Mid
1324,2023-11-20,North,43,High
1325,2023-11-13,East,27,Low
1326,2023-03-10,East,28,Low
1327,2023-09-05,South,32,Mid
1328,2023-01-31,South,28,Low
1329,2023-09-04,West,61,Mid
1330,2023-05-05,East,35,High
1331,2023-06-14,South,37,Mid
1332,2023-09-19,East,49,High
1333,2023-06-05,South,55,Mid
1334,2023-10-22,South,50,Mid
1335,2023-07-14,South,43,Low
1336,2023-12-31,South,63,Low
1337,2023-08-21,East,60,Low
1338,2023-04-19,North,27,Mid
1339,2023-10-10,West,25,Mid
1340,2023-05-29,South,36,Low
1341,2023-07-14,East,57,Mid
1342,2023-02-19,East,63,Low
1343,2023-02-13,East,51,Low
1344,2023-07-29,East,50,Low
1345,2023-03-10,West,28,Mid
1346,2023-12-31,East,45,Mid
1347,2023-11-09,East,26,Mid
1348,2023-09-13,East,43,Low
1349,2023-09-26,North,27,Mid
1350,2023-08-06,South,21,High
1351,2023-01-23,South,63,Low
1352,2023-05-24,South,59,Mid
1353,2023-06-30,South,50,Low
1354,2023-12-01,South,47,Low
1355,2023-03-22,East,29,Mid
1356,2023-07-01,North,44,Low
1357,2023-05-06,West,53,Mid
1358,2023-02-19,South,43,High
1359,2023-02-07,East,31,Low
1360,2023-05-14,North,36,Low
1361,2023-01-31,South,57,Mid
1362,2023-01-25,North,29,Mid
1363,2023-05-09,East,63,High
1364,2023-03-15,South,53,Low
1365,2023-07-22,West,59,Mid
1366,2023-01-07,South,41,High
1367,2023-04-21,East,28,Low
1368,2023-06-15,South,19,Mid
1369,2023-12-18,East,43,Mid
1370,2023-08-20,South,36,Mid
1371,2023-11-18,South,23,Low
1372,2023-05-06,North,61,Mid
1373,2023-06-14,North,63,Low
1374,2023-06-03,North,35,High
1375,2023-11-20,West,49,Low
1376,2023-12-17,South,37,Low
1377,2023-12-18,North,41,High
1378,2023-10-02,West,47,Low
1379,2023-07-03,North,37,Mid
1380,2023-07-17,South,55,Low
1381,2023-12-24,East,26,Mid
1382,2023-04-14,West,49,Low
1383,2023-05-07,East,64,Mid
1384,2023-11-24,South,57,Mid
1385,2023-05-22,West,20,Low
1386,2023-03-27,North,23,Low
1387,2023-07-24,West,47,Low
1388,2023-04-29,West,61,Mid
1389,2023-11-22,West,57,Low
1390,2023-11-28,South,60,Low
1391,2023-04-22,North,25,Low
1392,2023-07-13,East,42,Mid
1393,2023-12-26,East,52,Mid
1394,2023-09-28,East,47,Mid
1395,2023-03-20,West,54,High
1396,2023-08-04,East,28,Mid
1397,2023-08-15,South,39,Mid
1398,2023-08-27,South,39,Mid
1399,2023-01-10,North,62,Low
1400,2023-04-20,North,27,High
1401,2023-11-08,North,33,Mid
1402,2023-03-30,West,19,Mid
1403,2023-04-20,East,25,Low
1404,2023-04-28,East,64,Low
1405,2023-03-06,South,57,Mid
1406,2023-02-26,East,30,Mid
1407,2023-05-07,West,50,Mid
1408,2023-11-16,West,45,Low
1409,2023-01-01,East,60,Mid
1410,2023-04-14,West,32,Low
1411,2023-01-23,East,64,Low
1412,2023-07-24,South,35,Low
1413,2023-04-02,West,51,Mid
1414,2023-10-17,South,36,Mid
1415,2023-08-02,South,49,High
1416,2023-10-14,South,33,Mid
1417,2023-08-20,East,57,Mid
1418,2023-06-10,East,47,Mid
1419,2023-11-11,East,31,Mid
1420,2023-06-23,South,63,High
1421,2023-12-13,North,51,Mid
1422,2023-12-30,West,38,Low
1423,2023-08-03,South,24,Mid
1424,2023-09-04,West,63,Low
1425,2023-04-04,North,53,Low
1426,2023-10-25,East,49,Mid
1427,2023-09-03,East,57,Mid
1428,2023-11-26,West,46,Low
1429,2023-04-08,North,28,Low
1430,2023-10-15,West,29,High
1431,2023-06-21,East,21,Low
1432,2023-03-09,East,20,Low
1433,2023-03-04,East,52,Mid
1434,2023-07-25,North,58,Mid
1435,2023-04-27,South,25,Mid
1436,2023-02-07,South,44,Mid
1437,2023-06-05,South,23,Low
1438,2023-08-27,East,37,Low
1439,2023-04-27,South,55,Mid
1440,2023-12-15,North,56,Mid
1441,2023-10-12,North,62,Low
1442,2023-07-07,North,32,Low
1443,2023-12-08,North,62,Low
1444,2023-06-08,East,54,Low
1445,2023-02-20,North,33,Low
1446,2023-01-14,West,33,Low
1447,2023-12-09,North,23,Mid
1448,2023-12-17,North,61,Low
1449,2023-09-27,West,27,Mid
1450,2023-02-07,South,30,Mid
1451,2023-04-18,South,37,Mid
1452,2023-01-15,West,24,High
1453,2023-01-19,West,55,Low
1454,2023-03-31,East,50,Low
1455,2023-07-28,North,25,Mid
1456,2023-01-24,East,25,Low
1457,2023-12-26,West,19,Low
1458,2023-06-16,West,62,Low
1459,2023-04-07,North,38,High
1460,2023-07-08,South,48,Low
1461,2023-10-16,South,25,Mid
1462,2023-04-25,North,28,Mid
1463,2023-01-18,East,43,Mid
1464,2023-01-19,South,27,Low
1465,2023-11-07,South,46,High
1466,2023-02-10,North,61,Mid
1467,2023-08-20,South,32,Mid
1468,2023-05-21,North,46,Low
1469,2023-10-11,South,61,Mid
1470,2023-01-23,North,60,Mid
1471,2023-11-24,West,18,Low
1472,2023-09-12,North,23,Low
1473,2023-06-13,East,64,Low
1474,2023-03-17,North,61,Low
1475,2023-12-23,North,33,Low
1476,2023-04-21,North,42,Low
1477,2023-06-29,North,44,Low
1478,2023-05-24,North,49,High
1479,2023-03-26,South,53,Mid
1480,2023-06-02,East,35,Mid
1481,2023-02-25,North,59,Mid
1482,2023-01-01,South,20,Mid
1483,2023-04-16,East,19,Low
1484,2023-02-10,North,63,Mid
1485,2023-06-01,South,26,Low
1486,2023-11-11,North,64,Mid
1487,2023-03-01,North,31,High
1488,2023-01-01,South,35,High
1489,2023-02-10,West,19,Low
1490,2023-07-05,West,62,Mid
1491,2023-04-11,West,34,Low
1492,2023-06-28,South,25,Low
1493,2023-01-11,North,40,Low
1494,2023-05-02,South,25,Low
1495,2023-05-30,North,55,Mid
1496,2023-06-07,North,21,Low
1497,2023-07-21,North,41,Low
1498,2023-10-12,South,36,High
1499,2023-06-20,South,19,Mid
1500,2023-11-04,North,20,Low
1501,2023-07-13,East,42,Mid
1502,2023-04-06,South,36,Mid
1503,2023-03-25,West,24,Mid
1504,2023-04-28,North,24,Mid
1505,2023-08-07,East,55,High
1506,2023-03-30,North,52,Low
1507,2023-11-30,South,46,Mid
1508,2023-06-25,North,57,Low
1509,2023-11-12,North,21,High
1510,2023-09-07,East,50,Low
1511,2023-05-02,South,53,Low
1512,2023-03-25,North,27,High
1513,2023-09-29,West,43,Mid
1514,2023-05-01,North,54,Low
1515,2023-04-01,East,46,Low
1516,2023-12-06,East,29,Low
1517,2023-06-26,South,49,High
1518,2023-01-18,South,53,Mid
1519,2023-06-30,North,18,Low
1520,2023-06-18,East,44,Mid
1521,2023-11-12,North,41,Mid
1522,2023-09-17,North,35,Low
1523,2023-03-11,South,20,High
1524,2023-02-24,West,21,Low
1525,2023-08-09,West,53,High
1526,2023-01-18,West,56,Mid
1527,2023-04-27,East,37,Low
1528,2023-02-20,East,62,Mid
1529,2023-01-08,South,61,Mid
1530,2023-12-02,West,49,Mid
1531,2023-02-02,East,45,Mid
1532,2023-01-04,South,63,Low
1533,2023-12-07,East,46,Low
1534,2023-03-10,East,61,Mid
1535,2023-10-26,North,64,Low
1536,2023-01-12,South,27,Low
1537,2023-02-26,South,49,Mid
1538,2023-02-10,West,52,Low
1539,2023-09-15,South,56,Mid
1540,2023-08-15,West,34,Mid
1541,2023-06-23,South,58,Mid
1542,2023-03-30,West,40,Low
1543,2023-02-02,North,36,Mid
1544,2023-07-27,West,25,Mid
1545,2023-03-26,South,33,Low
1546,2023-08-04,South,63,Mid
1547,2023-09-08,North,51,Mid
1548,2023-11-07,South,52,Low
1549,2023-06-30,South,60,Low
1550,2023-01-02,East,30,Mid
1551,2023-04-13,West,49,Low
1552,2023-11-08,East,35,High
1553,2023-07-14,East,57,Mid
1554,2023-08-14,South,37,Low
1555,2023-06-17,West,58,Mid
1556,2023-03-01,West,53,Mid
1557,2023-11-24,South,54,Low
1558,2023-10-10,West,61,High
1559,2023-12-30,South,55,Mid
1560,2023-11-09,West,33,Mid
1561,2023-04-17,West,42,Mid
1562,2023-04-03,East,40,Mid
1563,2023-04-01,North,21,Mid
1564,2023-12-02,East,45,Low
1565,2023-07-23,North,38,Low
1566,2023-06-15,West,36,Mid
1567,2023-12-20,South,23,Mid
1568,2023-08-09,East,41,Mid
1569,2023-11-28,West,45,Mid
1570,2023-12-26,North,22,Mid
1571,2023-01-29,South,47,Mid
1572,2023-05-12,East,25,High
1573,2023-09-25,South,24,Low
1574,2023-10-24,North,36,High
1575,2023-02-24,North,36,Mid
1576,2023-04-27,South,61,Low
1577,2023-07-20,East,21,Low
1578,2023-10-19,East,34,Low
1579,2023-02-11,North,52,Mid
1580,2023-08-08,South,29,Mid
1581,2023-04-19,South,64,Mid
1582,2023-03-20,South,52,Mid
1583,2023-07-08,East,62,Low
1584,2023-06-01,South,62,Low
1585,2023-08-21,East,23,High
1586,2023-04-26,West,39,High
1587,2023-10-28,East,52,Mid
1588,2023-01-29,East,18,Low
1589,2023-11-11,North,39,Low
1590,2023-01-11,North,50,Low
1591,2023-09-26,North,55,Mid
1592,2023-05-07,West,37,Low
1593,2023-05-20,West,58,High
1594,2023-01-07,North,49,Mid
1595,2023-09-14,North,20,Mid
1596,2023-03-02,South,31,Low
1597,2023-08-29,East,62,Low
1598,2023-09-22,East,18,Mid
1599,2023-11-05,East,23,Mid
1600,2023-09-16,West,34,Low
1601,2023-04-21,South,64,Mid
1602,2023-09-27,East,51,Low
1603,2023-10-29,East,24,Low
1604,2023-04-26,South,36,High
1605,2023-02-15,West,62,Low
1606,2023-11-21,North,28,Low
1607,2023-02-23,East,45,Mid
1608,2023-08-05,East,39,Low
1609,2023-03-28,West,53,Low
1610,2023-02-15,East,53,Low
1611,2023-10-11,South,57,Low
1612,2023-02-22,West,23,Mid
1613,2023-09-02,West,39,Low
1614,2023-09-10,East,50,Mid
1615,2023-01-22,West,37,High
1616,2023-03-05,South,49,Low
1617,2023-10-17,East,47,Low
1618,2023-07-05,West,35,Low
1619,2023-02-14,South,22,Low
1620,2023-12-28,South,63,Low
1621,2023-04-07,West,56,Mid
1622,2023-01-02,West,60,Low
1623,2023-12-04,West,32,Mid
1624,2023-01-07,South,32,Mid
1625,2023-07-21,West,33,Mid
1626,2023-12-29,North,19,Low
1627,2023-07-30,East,25,Low
1628,2023-08-02,South,32,High
1629,2023-05-22,West,64,Low
1630,2023-02-16,West,27,Mid
1631,2023-07-29,East,41,Mid
1632,2023-11-24,East,43,Mid
1633,2023-02-03,South,34,Low
1634,2023-11-18,East,61,Low
1635,2023-06-01,East,22,Mid
1636,2023-07-15,North,58,Mid
1637,2023-03-02,East,52,Mid
1638,2023-08-15,West,32,Mid
1639,2023-03-08,East,54,High
1640,2023-04-10,West,38,High
1641,2023-09-21,South,63,Mid
1642,2023-01-19,East,19,Low
1643,2023-06-13,North,19,Mid
1644,2023-08-06,South,43,Mid
1645,2023-02-18,South,61,Mid
1646,2023-04-18,South,20,Low
1647,2023-05-06,North,54,Mid
1648,2023-08-31,East,62,Low
1649,2023-12-23,South,40,Low
1650,2023-11-02,South,58,Mid
1651,2023-03-11,North,53,Mid
1652,2023-01-07,East,28,Mid
1653,2023-01-19,South,58,Mid
1654,2023-08-06,South,50,Mid
1655,2023-02-27,East,18,Low
1656,2023-03-26,North,44,Mid
1657,2023-11-06,West,48,Low
1658,2023-11-15,North,55,Mid
1659,2023-11-03,South,54,Low
1660,2023-04-03,North,40,High
1661,2023-08-15,East,32,Mid
1662,2023-08-11,South,27,Mid
1663,2023-03-09,West,22,Low
1664,2023-07-22,South,48,Low
1665,2023-07-11,East,63,Mid
1666,2023-05-25,North,21,Mid
1667,2023-10-02,North,51,Mid
1668,2023-09-05,South,45,High
1669,2023-07-14,East,26,Mid
1670,2023-09-22,South,27,Mid
1671,2023-10-06,West,31,Mid
