order_item_id,order_id,product_id,quantity,unit_price
9777,3251,77,3,110.82
9778,3251,147,1,153.0
9779,3252,125,2,109.34
9780,3252,183,1,4.33
9781,3252,210,3,90.01
9782,3253,257,2,9.52
9783,3253,54,1,131.2
9784,3253,277,3,20.82
9785,3253,267,1,119.34
9786,3254,79,1,114.3
9787,3255,159,3,116.84
9788,3256,1,3,116.56
9789,3256,235,2,153.64
9790,3256,198,3,82.56
9791,3257,236,1,77.59
9792,3257,41,1,83.76
9793,3257,116,1,109.02
9794,3257,12,1,4.32
9795,3258,164,2,78.47
9796,3258,278,1,74.57
9797,3258,245,2,135.89
9798,3258,12,1,5.13
9799,3259,111,3,164.08
9800,3260,268,3,99.17
9801,3260,173,2,118.4
9802,3260,31,3,116.3
9803,3261,238,1,75.32
9804,3261,159,1,128.51
9805,3262,248,1,80.79
9806,3263,181,2,101.91
9807,3263,10,1,133.48
9808,3263,130,3,134.25
9809,3264,180,2,149.87
9810,3264,263,3,45.16
9811,3264,138,1,122.52
9812,3264,298,2,117.09
9813,3265,105,2,22.02
9814,3265,28,2,97.6
9815,3265,110,3,226.7
9816,3266,64,3,105.66
9817,3266,211,1,66.7
9818,3266,262,3,75.85
9819,3267,51,1,128.61
9820,3267,43,3,87.62
9821,3267,221,2,141.84
9822,3268,254,2,148.85
9823,3268,233,2,144.21
9824,3268,211,1,70.73
9825,3268,288,2,198.85
9826,3269,245,2,109.9
9827,3269,46,2,132.05
9828,3269,146,1,109.32
9829,3269,30,3,55.68
9830,3269,66,1,99.22
9831,3270,159,2,100.71
9832,3270,241,2,129.44
9833,3270,149,1,93.09
9834,3271,24,3,65.93
9835,3271,271,3,139.94
9836,3271,185,3,112.17
9837,3272,101,1,80.0
9838,3273,237,2,87.39
9839,3274,58,3,78.52
9840,3274,135,2,66.18
9841,3274,22,3,74.0
9842,3275,61,3,61.01
9843,3275,81,1,44.29
9844,3275,68,1,122.09
9845,3276,234,2,58.75
9846,3277,129,1,159.16
9847,3277,256,3,108.93
9848,3277,249,3,80.64
9849,3277,56,1,107.1
9850,3278,272,1,66.32
9851,3278,117,2,109.6
9852,3279,273,3,55.26
9853,3279,138,3,157.32
9854,3279,253,2,126.16
9855,3279,10,2,145.3
9856,3279,300,3,113.4
9857,3280,270,2,92.03
9858,3280,33,3,51.83
9859,3280,251,1,4.22
9860,3281,27,2,126.44
9861,3281,127,1,78.24
9862,3282,173,3,112.39
9863,3282,235,2,164.9
9864,3283,122,1,76.18
9865,3283,48,2,81.99
9866,3284,45,1,74.79
9867,3285,124,3,66.85
9868,3285,299,3,66.79
9869,3286,6,1,85.27
9870,3286,169,1,91.03
9871,3286,258,1,85.58
9872,3287,209,3,173.34
9873,3287,238,2,84.08
9874,3288,287,1,81.52
9875,3288,284,3,109.87
9876,3289,65,1,112.9
9877,3289,82,3,77.18
9878,3289,294,3,109.06
9879,3289,227,3,50.81
9880,3289,81,3,50.28
9881,3290,26,2,58.3
9882,3290,298,2,90.3
9883,3291,113,1,143.46
9884,3291,192,1,40.53
9885,3291,92,3,109.08
9886,3291,25,1,85.38
9887,3291,78,2,107.35
9888,3292,271,3,126.39
9889,3293,38,2,53.02
9890,3294,113,2,131.13
9891,3294,228,1,133.92
9892,3295,87,2,139.49
9893,3296,35,1,167.26
9894,3296,134,1,93.28
9895,3296,136,2,176.62
9896,3297,274,1,145.55
9897,3297,87,3,139.38
9898,3297,76,1,121.17
9899,3298,59,2,137.07
9900,3298,159,2,113.38
9901,3298,150,2,161.0
9902,3299,203,1,109.97
9903,3299,169,1,100.13
9904,3299,181,1,134.35
9905,3300,70,1,45.91
9906,3300,144,1,47.26
9907,3300,68,2,101.44
9908,3300,232,2,110.34
9909,3300,265,1,99.8
9910,3301,24,3,56.55
9911,3301,75,3,120.81
9912,3301,79,1,146.52
9913,3302,108,3,46.26
9914,3302,36,3,64.82
9915,3302,162,2,111.43
9916,3302,77,2,130.98
9917,3302,136,1,159.21
9918,3303,184,1,172.39
9919,3303,71,2,58.31
9920,3303,72,2,72.1
9921,3303,200,3,64.4
9922,3304,96,3,97.53
9923,3304,191,2,128.95
9924,3304,299,3,63.43
9925,3305,63,1,147.35
9926,3305,247,3,153.35
9927,3305,163,1,123.6
9928,3305,91,1,167.69
9929,3305,43,2,88.14
9930,3306,299,1,64.6
9931,3306,124,1,62.59
9932,3306,49,1,122.18
9933,3306,125,3,107.09
9934,3306,268,1,105.56
9935,3307,184,3,146.58
9936,3308,125,2,108.46
9937,3309,5,1,55.01
9938,3309,169,1,99.32
9939,3309,52,3,41.73
9940,3310,32,1,77.13
9941,3310,141,1,82.1
9942,3311,260,2,162.03
9943,3311,41,1,87.15
9944,3311,133,2,69.19
9945,3311,119,1,82.71
9946,3312,99,2,67.12
9947,3313,83,1,72.34
9948,3313,200,1,78.63
9949,3313,276,2,172.97
9950,3313,173,3,115.57
9951,3314,91,3,150.54
9952,3314,73,1,136.29
9953,3315,63,1,142.45
9954,3315,153,3,63.07
9955,3315,17,3,48.91
9956,3316,6,3,84.26
9957,3316,135,3,71.3
9958,3316,262,3,85.79
9959,3316,179,1,95.15
9960,3317,209,1,172.19
9961,3317,57,1,85.88
9962,3317,181,3,124.04
9963,3318,260,3,147.69
9964,3318,127,2,83.31
9965,3318,278,2,70.77
9966,3319,227,2,62.16
9967,3319,14,1,58.26
9968,3319,27,2,146.89
9969,3320,252,2,54.91
9970,3320,25,3,94.23
9971,3320,18,1,45.6
9972,3320,57,3,78.68
9973,3321,246,2,96.52
9974,3321,252,2,58.62
9975,3321,39,3,36.35
9976,3321,279,1,127.13
9977,3322,45,3,80.73
9978,3322,39,2,44.27
9979,3323,197,1,51.53
9980,3324,257,2,9.09
9981,3324,79,1,101.69
9982,3325,132,1,100.96
9983,3325,116,1,106.02
9984,3325,49,3,122.59
9985,3325,246,2,102.88
9986,3325,188,1,104.54
9987,3326,106,2,90.03
9988,3327,41,2,83.65
9989,3328,214,3,97.5
9990,3328,102,2,106.89
9991,3328,295,3,81.0
9992,3328,41,3,88.87
9993,3328,160,2,86.01
9994,3329,260,1,152.37
9995,3330,222,3,121.5
9996,3330,23,2,113.73
9997,3330,269,2,86.72
9998,3331,237,1,77.76
9999,3331,295,2,99.4
10000,3331,172,2,112.18
10001,3332,263,2,46.41
10002,3332,229,3,123.87
10003,3332,220,1,77.02
10004,3333,143,2,93.24
10005,3333,88,3,100.63
10006,3333,233,3,180.23
10007,3333,92,3,111.02
10008,3334,6,1,98.89
10009,3334,109,1,106.09
10010,3335,47,3,48.58
10011,3335,15,1,90.39
10012,3336,244,1,56.91
10013,3336,133,2,66.58
10014,3337,234,2,58.85
10015,3337,26,2,97.53
10016,3338,252,1,54.51
10017,3338,237,1,84.68
10018,3338,238,1,80.73
10019,3338,217,1,72.43
10020,3338,160,2,78.49
10021,3339,259,3,149.45
10022,3340,233,3,136.09
10023,3340,271,3,139.56
10024,3341,106,3,68.06
10025,3341,27,1,131.97
10026,3341,196,1,154.94
10027,3341,207,3,149.25
10028,3341,210,1,94.02
10029,3342,164,1,95.41
10030,3343,80,1,110.96
10031,3343,160,1,71.25
10032,3343,251,2,5.25
10033,3343,124,3,74.2
10034,3344,45,1,71.34
10035,3344,171,3,83.8
10036,3344,167,1,90.78
10037,3345,13,2,32.96
10038,3345,241,2,145.92
10039,3345,194,2,30.86
10040,3346,33,1,50.3
10041,3346,153,3,67.51
10042,3346,263,3,44.2
10043,3346,80,3,122.8
10044,3346,187,2,111.18
10045,3347,31,1,84.03
10046,3347,77,3,119.83
10047,3348,289,1,89.17
10048,3349,207,2,150.47
10049,3349,273,3,69.91
10050,3349,180,1,135.89
10051,3350,55,1,100.34
10052,3350,98,3,91.52
10053,3350,162,3,110.71
10054,3350,280,2,86.51
10055,3350,159,2,135.89
10056,3351,122,3,103.01
10057,3352,195,1,117.7
10058,3352,187,2,132.02
10059,3352,121,1,105.72
10060,3353,238,2,77.84
10061,3354,275,2,34.15
10062,3355,96,2,75.26
10063,3356,160,3,82.15
10064,3357,138,2,159.34
10065,3357,24,2,62.13
10066,3358,65,2,127.42
10067,3358,74,3,139.16
10068,3358,113,2,145.37
10069,3359,53,3,135.15
10070,3359,236,3,88.97
10071,3360,272,1,71.31
10072,3360,71,2,60.44
10073,3360,297,3,70.9
10074,3360,110,1,213.51
10075,3360,282,3,138.29
10076,3361,22,1,81.36
10077,3361,101,3,90.4
10078,3362,72,1,79.82
10079,3362,184,2,166.17
10080,3362,280,3,92.62
10081,3362,229,1,105.03
10082,3363,95,1,123.4
10083,3363,158,2,123.97
10084,3363,46,3,110.06
10085,3363,24,3,54.45
10086,3363,199,2,70.14
10087,3364,230,2,95.57
10088,3365,68,3,123.77
10089,3365,234,1,50.77
10090,3365,13,1,38.81
10091,3366,6,1,90.64
10092,3367,132,2,120.77
10093,3367,251,2,5.22
10094,3367,250,1,85.3
10095,3368,289,2,111.39
10096,3368,100,2,57.35
10097,3368,55,1,98.29
10098,3368,187,3,125.73
10099,3369,291,3,75.21
10100,3370,95,1,125.55
10101,3370,74,3,162.66
10102,3370,125,1,131.73
10103,3370,12,1,6.28
10104,3370,41,3,82.39
10105,3371,165,1,78.53
10106,3371,123,2,113.38
10107,3371,24,3,48.14
10108,3371,67,2,87.62
10109,3372,165,1,82.47
10110,3372,279,3,121.98
10111,3373,96,3,103.54
10112,3373,300,3,128.17
10113,3373,14,2,67.88
10114,3373,295,1,86.75
10115,3373,67,2,73.23
10116,3374,30,2,50.97
10117,3374,203,1,132.73
10118,3374,296,2,51.2
10119,3374,224,3,103.03
10120,3375,229,2,100.83
10121,3375,138,1,122.23
10122,3376,184,3,151.33
10123,3376,200,3,66.07
10124,3376,300,3,103.93
10125,3376,275,1,34.29
10126,3377,141,2,75.9
10127,3377,1,1,124.32
10128,3377,104,1,64.82
10129,3378,83,1,65.68
10130,3378,283,1,108.1
10131,3379,217,3,70.59
10132,3379,68,1,111.67
10133,3379,15,2,70.95
10134,3380,39,3,41.86
10135,3380,212,1,63.42
10136,3381,40,2,68.69
10137,3381,261,3,162.9
10138,3381,250,1,104.13
10139,3381,160,2,81.61
10140,3381,294,2,98.46
10141,3382,24,2,55.04
10142,3382,207,2,145.58
10143,3383,267,3,106.62
10144,3383,134,3,109.24
10145,3384,169,1,102.18
10146,3384,300,1,107.76
10147,3384,93,2,44.11
10148,3384,29,3,147.81
10149,3384,96,2,92.08
10150,3385,80,1,123.02
10151,3385,275,2,36.22
10152,3385,13,3,41.5
10153,3385,92,1,104.37
10154,3385,96,3,88.21
10155,3386,223,1,71.08
10156,3386,12,1,5.6
10157,3386,192,2,36.35
10158,3386,80,3,107.58
10159,3387,38,3,51.71
10160,3388,189,3,99.63
10161,3389,243,1,34.87
10162,3389,258,2,74.75
10163,3389,219,3,108.57
10164,3389,221,2,150.15
10165,3389,140,1,105.35
10166,3390,87,1,201.03
10167,3390,8,2,100.37
10168,3391,271,2,130.8
10169,3391,99,2,60.56
10170,3391,101,2,87.34
10171,3392,175,3,127.99
10172,3392,28,3,94.53
10173,3392,145,3,165.19
10174,3392,265,2,96.79
10175,3392,286,3,112.46
10176,3393,270,1,124.63
10177,3394,288,1,179.25
10178,3394,47,3,46.11
10179,3394,129,2,112.71
10180,3395,40,1,64.6
10181,3396,62,1,92.59
10182,3397,247,3,117.42
10183,3397,170,1,93.63
10184,3397,83,1,66.67
10185,3397,209,1,157.89
10186,3397,198,2,68.16
10187,3398,7,2,72.81
10188,3398,49,3,107.97
10189,3398,150,1,174.46
10190,3398,113,3,123.21
10191,3399,53,1,144.08
10192,3399,300,2,113.17
10193,3399,289,1,85.82
10194,3400,149,1,86.78
10195,3400,60,1,175.22
10196,3400,102,3,96.79
10197,3401,42,2,88.67
10198,3401,239,2,62.0
10199,3402,114,1,46.04
10200,3402,273,3,63.58
10201,3402,236,1,108.27
10202,3403,208,1,148.87
10203,3403,286,1,95.26
10204,3403,53,1,148.91
10205,3403,92,2,98.38
10206,3403,220,2,75.45
10207,3404,255,3,160.8
10208,3405,220,1,68.57
10209,3405,86,3,14.85
10210,3405,94,2,80.72
10211,3405,295,1,102.59
10212,3405,172,2,110.45
10213,3406,150,3,134.8
10214,3406,1,2,121.01
10215,3406,153,2,53.32
10216,3406,251,2,5.08
10217,3406,84,2,135.55
10218,3407,175,1,125.03
10219,3407,252,2,53.08
10220,3407,121,3,106.21
10221,3408,199,2,70.74
10222,3409,140,3,88.39
10223,3409,41,1,97.78
10224,3409,276,2,129.95
10225,3410,187,2,130.87
10226,3410,76,3,121.94
10227,3410,181,1,139.75
10228,3410,162,3,102.76
10229,3411,183,3,5.23
10230,3411,150,3,162.13
10231,3411,260,2,152.53
10232,3412,170,1,101.15
10233,3412,224,1,122.66
10234,3413,295,2,84.48
10235,3413,22,3,73.45
10236,3413,205,3,105.99
10237,3414,235,1,186.12
10238,3414,123,1,99.06
10239,3414,145,1,118.17
10240,3415,133,3,61.77
10241,3415,65,1,110.02
10242,3415,177,3,63.96
10243,3415,26,1,93.28
10244,3415,278,3,71.58
10245,3416,116,2,102.28
10246,3416,263,3,39.31
10247,3417,87,3,165.62
10248,3417,174,2,185.16
10249,3417,58,2,72.58
10250,3417,236,3,116.2
10251,3418,27,3,118.1
10252,3418,198,3,57.06
10253,3419,114,2,44.87
10254,3419,49,1,110.43
10255,3419,70,3,45.25
10256,3419,213,3,61.29
10257,3420,130,3,104.42
10258,3420,212,2,66.69
10259,3421,212,3,45.93
10260,3421,3,3,173.65
10261,3421,72,2,70.37
10262,3421,107,1,147.4
10263,3422,155,1,125.83
10264,3422,237,1,73.71
10265,3422,238,3,77.15
10266,3423,54,3,119.0
10267,3423,91,3,189.65
10268,3423,295,1,86.54
10269,3424,73,2,134.52
10270,3425,61,3,73.27
10271,3426,105,1,19.7
10272,3427,65,1,109.41
10273,3428,47,2,50.78
10274,3428,178,1,40.25
10275,3429,190,2,167.1
10276,3429,10,3,117.47
10277,3429,196,2,151.3
10278,3430,90,2,138.62
10279,3431,107,2,150.98
10280,3431,210,3,106.42
10281,3431,241,1,122.77
10282,3431,157,1,134.54
10283,3431,189,2,138.21
10284,3432,147,3,174.92
10285,3433,268,1,95.93
10286,3433,191,2,119.6
10287,3433,88,3,90.3
10288,3433,116,2,92.88
10289,3433,105,3,21.61
10290,3434,107,1,139.5
10291,3434,33,2,49.44
10292,3434,250,3,103.49
10293,3434,249,2,73.09
10294,3434,7,3,66.66
10295,3435,266,2,143.69
10296,3435,76,1,110.48
10297,3435,203,2,123.94
10298,3435,260,1,153.88
10299,3435,117,1,127.23
10300,3436,227,2,70.47
10301,3436,218,2,109.84
10302,3436,177,1,59.8
10303,3436,51,3,105.1
10304,3437,201,2,129.78
10305,3437,215,1,147.54
10306,3437,297,3,61.95
10307,3438,73,3,126.24
10308,3439,220,2,69.38
10309,3439,120,1,100.6
10310,3439,26,2,71.64
10311,3440,124,1,48.64
10312,3440,267,2,111.6
10313,3441,288,1,184.17
10314,3441,262,1,99.09
10315,3442,176,1,161.04
10316,3442,163,2,126.99
10317,3442,264,3,116.02
10318,3442,76,3,117.27
10319,3443,191,3,99.23
10320,3443,75,3,129.55
10321,3443,74,1,132.23
10322,3444,266,3,179.18
10323,3444,190,3,121.31
10324,3444,238,2,84.25
10325,3444,224,3,116.15
10326,3445,68,2,103.51
10327,3445,19,1,59.92
10328,3446,42,3,89.25
10329,3446,264,2,108.69
10330,3446,246,1,79.81
10331,3446,268,1,104.98
10332,3447,19,1,56.85
10333,3447,204,1,146.7
10334,3447,25,2,86.76
10335,3448,231,3,119.55
10336,3449,139,2,168.92
10337,3449,31,3,82.88
10338,3449,204,3,132.07
10339,3449,110,3,204.79
10340,3450,145,2,147.51
10341,3450,290,3,74.25
10342,3450,119,2,76.93
10343,3450,161,3,69.3
10344,3451,55,3,102.16
10345,3451,210,3,70.22
10346,3452,99,2,80.61
10347,3452,195,3,135.83
10348,3452,90,3,105.74
10349,3452,84,1,150.52
10350,3452,284,1,98.58
10351,3453,93,3,49.0
10352,3453,103,1,16.71
10353,3454,139,1,116.41
10354,3454,149,2,90.67
10355,3454,267,1,108.38
10356,3454,98,1,101.05
10357,3455,292,3,175.6
10358,3456,41,3,73.16
10359,3457,30,2,53.54
10360,3457,268,3,96.69
10361,3457,213,1,61.3
10362,3457,166,1,56.04
10363,3458,221,3,142.03
10364,3458,292,3,160.07
10365,3459,178,2,39.87
10366,3459,76,1,110.6
10367,3460,244,2,53.39
10368,3460,299,2,56.0
10369,3461,116,3,90.52
10370,3461,48,1,98.76
10371,3462,141,2,70.4
10372,3463,86,2,12.99
10373,3464,79,1,109.46
10374,3465,63,1,146.59
10375,3465,109,3,123.45
10376,3466,44,3,31.87
10377,3467,240,3,29.27
10378,3467,213,1,54.53
10379,3467,174,1,183.3
10380,3467,208,3,154.1
10381,3467,211,2,72.75
10382,3468,106,3,78.26
10383,3469,62,2,89.09
10384,3469,253,1,150.65
10385,3469,170,3,89.6
10386,3469,268,3,106.83
10387,3470,178,1,31.56
10388,3470,197,1,52.88
10389,3470,234,2,49.74
10390,3470,58,1,72.9
10391,3471,8,1,85.34
10392,3471,258,3,74.06
10393,3471,14,2,63.18
10394,3471,248,3,107.75
10395,3471,150,2,158.56
10396,3472,137,3,145.45
10397,3472,272,3,81.08
10398,3472,68,3,80.67
10399,3473,245,3,130.65
10400,3474,187,3,141.37
10401,3474,19,2,60.53
10402,3475,79,3,112.16
10403,3475,115,2,40.32
10404,3476,96,1,76.09
10405,3476,262,2,85.4
10406,3476,25,3,89.29
10407,3477,273,2,42.42
10408,3477,260,2,140.93
10409,3477,264,3,88.11
10410,3477,251,2,4.16
10411,3477,165,3,74.04
10412,3478,63,3,131.87
10413,3478,141,2,85.63
10414,3479,55,2,84.59
10415,3479,177,2,75.0
10416,3480,33,2,52.94
10417,3480,249,1,73.25
10418,3480,184,3,130.92
10419,3480,11,1,63.16
10420,3480,36,1,58.31
10421,3481,189,2,120.38
10422,3482,278,3,83.74
10423,3483,208,3,149.34
10424,3483,146,1,111.5
10425,3484,265,3,98.86
10426,3484,9,2,115.69
10427,3485,3,2,203.33
10428,3485,117,3,94.56
10429,3485,37,3,85.89
10430,3486,155,3,124.91
10431,3486,14,2,56.5
10432,3487,163,2,143.1
10433,3487,82,2,74.83
10434,3488,102,1,101.96
10435,3488,186,1,37.7
10436,3488,214,2,93.16
10437,3488,198,2,72.52
10438,3488,24,1,63.28
10439,3489,163,3,137.46
10440,3490,162,1,114.5
10441,3490,117,1,108.87
10442,3490,205,3,118.77
10443,3490,111,2,125.63
10444,3491,229,2,119.84
10445,3491,268,1,102.55
10446,3491,30,2,50.1
10447,3491,128,1,104.04
10448,3491,55,1,97.44
10449,3492,142,2,169.66
10450,3493,275,2,32.58
10451,3493,135,3,55.96
10452,3493,42,3,82.57
10453,3494,95,1,116.62
10454,3494,207,3,158.79
10455,3494,137,2,108.21
10456,3494,155,2,155.31
10457,3494,25,3,71.41
10458,3495,278,3,71.96
10459,3495,293,3,36.4
10460,3495,112,2,94.92
10461,3495,29,3,165.56
10462,3496,192,3,46.01
10463,3496,244,3,55.03
10464,3496,194,1,30.81
10465,3496,196,3,154.99
10466,3497,151,1,34.31
10467,3497,286,3,96.07
10468,3497,197,1,59.01
10469,3498,91,2,117.46
10470,3499,64,1,117.17
10471,3499,101,1,86.35
10472,3499,38,1,47.56
10473,3499,259,1,123.82
10474,3499,37,2,107.51
10475,3500,297,2,65.41
10476,3500,240,1,33.55
10477,3500,258,3,73.97
10478,3501,74,1,114.6
10479,3501,184,2,145.92
10480,3502,297,3,69.75
10481,3503,116,3,101.03
10482,3504,34,1,97.07
10483,3504,60,2,170.53
10484,3504,283,1,114.05
10485,3504,265,3,100.78
10486,3504,84,3,110.44
10487,3505,274,1,164.58
10488,3505,72,2,76.14
10489,3505,116,2,98.88
10490,3505,193,1,107.49
10491,3505,170,2,97.57
10492,3506,57,3,72.43
10493,3507,70,3,49.95
10494,3508,280,1,91.77
10495,3508,266,2,151.19
10496,3508,206,2,48.2
10497,3508,165,3,70.33
10498,3509,17,1,56.46
10499,3509,190,2,134.72
10500,3509,219,3,94.6
10501,3510,189,2,134.61
10502,3510,52,2,42.87
10503,3510,127,2,67.89
10504,3510,83,2,44.39
10505,3510,91,1,154.88
10506,3511,96,3,82.69
10507,3511,61,3,70.04
10508,3511,248,3,98.25
10509,3512,210,3,85.05
10510,3512,11,3,58.45
10511,3512,237,3,65.76
10512,3512,268,2,92.38
10513,3512,78,3,115.52
10514,3513,170,2,82.22
10515,3513,146,1,102.49
10516,3514,237,1,83.88
10517,3515,216,3,150.86
10518,3515,184,1,120.12
10519,3516,259,2,187.73
10520,3516,2,3,81.52
10521,3516,49,2,111.61
10522,3516,46,2,120.5
10523,3516,206,3,53.02
10524,3517,180,2,144.88
10525,3518,296,1,38.05
10526,3518,216,3,175.1
10527,3518,185,3,104.67
10528,3518,61,2,103.53
10529,3519,149,2,99.88
10530,3519,222,2,124.61
10531,3519,76,3,109.81
10532,3519,180,1,111.0
10533,3519,75,1,139.67
10534,3520,114,3,52.65
10535,3520,288,1,225.9
10536,3521,44,3,33.12
10537,3521,198,3,71.86
10538,3522,193,3,72.06
10539,3523,287,2,85.71
10540,3523,64,1,77.97
10541,3524,252,2,52.99
10542,3525,215,1,124.4
10543,3525,295,1,93.42
10544,3526,275,3,33.42
10545,3526,244,1,62.53
10546,3526,220,2,80.61
10547,3526,123,2,96.37
10548,3527,58,2,69.79
10549,3527,216,2,128.0
10550,3527,150,3,199.74
10551,3528,129,1,121.66
10552,3528,286,3,90.72
10553,3528,113,2,128.71
10554,3528,122,2,92.48
10555,3529,188,3,100.37
10556,3529,288,1,181.05
10557,3529,75,3,120.07
10558,3529,22,3,76.37
10559,3529,250,1,94.25
10560,3530,34,1,92.45
10561,3530,135,3,65.77
10562,3530,29,3,158.39
10563,3531,102,2,116.71
10564,3531,291,3,71.61
10565,3531,108,2,50.67
10566,3531,63,3,148.23
10567,3532,40,3,62.02
10568,3532,220,2,74.95
10569,3532,234,2,52.71
10570,3532,72,3,71.26
10571,3532,25,1,91.34
10572,3533,121,1,125.0
10573,3533,108,2,46.16
10574,3533,41,3,80.26
10575,3534,113,1,125.68
10576,3534,100,2,57.59
10577,3535,62,1,90.66
10578,3535,76,2,105.16
10579,3535,71,1,52.98
10580,3536,241,1,144.05
10581,3536,60,3,190.38
10582,3536,133,3,66.78
10583,3536,296,3,43.18
10584,3536,225,1,143.51
10585,3537,47,1,45.36
10586,3537,140,2,100.25
10587,3537,71,2,62.95
10588,3537,184,3,129.05
10589,3537,269,1,96.74
10590,3538,43,3,94.25
10591,3538,105,3,21.65
10592,3538,59,3,155.39
10593,3538,298,3,93.97
10594,3539,111,3,147.78
10595,3539,199,1,60.14
10596,3539,49,1,89.52
10597,3539,115,1,35.76
10598,3539,189,2,104.44
10599,3540,206,2,53.35
10600,3540,234,2,56.71
10601,3540,241,1,129.2
10602,3541,299,2,70.78
10603,3541,69,1,99.6
10604,3541,231,2,102.57
10605,3542,254,1,152.24
10606,3542,208,3,174.77
10607,3543,269,2,107.57
10608,3543,226,2,139.38
10609,3543,62,3,89.51
10610,3543,178,2,39.75
10611,3543,2,2,83.87
10612,3544,140,2,83.28
10613,3544,274,3,137.88
10614,3545,295,1,91.44
10615,3546,78,3,119.78
10616,3546,69,3,89.57
10617,3546,107,2,148.2
10618,3547,293,2,29.89
10619,3547,274,3,184.06
10620,3547,65,3,124.8
10621,3547,264,2,94.88
10622,3547,87,2,180.29
10623,3548,52,1,42.35
10624,3548,13,2,35.6
10625,3549,269,1,122.19
10626,3549,145,1,124.17
10627,3549,291,1,82.85
10628,3549,77,3,117.49
10629,3550,201,2,113.1
10630,3550,52,1,37.24
10631,3550,172,3,130.4
10632,3551,223,3,117.91
10633,3551,196,3,157.21
10634,3552,216,3,158.1
10635,3552,140,2,99.4
10636,3553,72,2,72.06
10637,3554,118,1,125.72
10638,3554,108,3,50.74
10639,3554,71,1,58.52
10640,3555,279,1,136.44
10641,3555,13,3,38.35
10642,3555,250,3,89.12
10643,3556,107,2,133.13
10644,3556,84,2,149.25
10645,3557,290,3,88.89
10646,3558,74,3,132.45
10647,3558,134,1,108.8
10648,3558,32,2,75.15
10649,3558,121,1,109.43
10650,3558,24,2,53.16
10651,3559,233,3,147.73
10652,3559,261,1,140.47
10653,3560,151,2,38.2
10654,3560,70,2,38.29
10655,3560,135,1,70.14
10656,3561,278,3,79.32
10657,3561,175,2,126.08
10658,3561,59,2,188.42
10659,3561,293,1,37.02
10660,3561,162,3,100.64
10661,3562,103,2,18.66
10662,3562,296,3,42.0
10663,3562,78,2,104.14
10664,3562,65,1,135.05
10665,3562,172,2,114.09
10666,3563,106,2,78.37
10667,3564,148,2,111.64
10668,3564,182,3,156.71
10669,3564,84,1,127.78
10670,3565,90,2,119.62
10671,3565,168,1,90.03
10672,3565,10,3,138.86
10673,3565,206,1,58.25
10674,3565,272,3,71.33
10675,3566,174,1,193.73
10676,3566,269,1,104.76
10677,3566,203,2,131.04
10678,3566,91,2,167.87
10679,3567,96,2,88.53
10680,3568,243,3,34.75
10681,3568,168,1,75.28
10682,3568,113,2,124.63
10683,3568,191,2,113.86
10684,3569,257,3,10.75
10685,3569,38,3,54.57
10686,3569,289,3,100.21
10687,3569,26,3,76.81
10688,3570,253,2,121.66
10689,3570,96,3,98.63
10690,3570,106,2,73.87
10691,3570,165,2,85.09
10692,3571,190,1,139.85
10693,3572,234,3,66.88
10694,3572,160,1,77.16
10695,3572,243,1,30.43
10696,3572,172,1,103.92
10697,3573,51,3,111.66
10698,3573,280,2,88.86
10699,3574,138,3,159.42
10700,3574,141,3,74.08
10701,3575,280,3,110.63
10702,3575,289,1,91.68
10703,3575,145,3,143.3
10704,3575,139,1,115.51
10705,3575,135,1,68.36
10706,3576,44,1,27.16
10707,3576,5,2,60.42
10708,3577,152,3,81.82
10709,3578,207,3,141.45
10710,3579,116,1,114.09
10711,3579,93,2,50.59
10712,3579,178,1,36.14
10713,3579,232,1,127.63
10714,3579,80,1,135.16
10715,3580,175,3,140.35
10716,3580,116,2,115.4
10717,3581,191,3,122.37
10718,3581,71,2,50.87
10719,3581,275,2,36.08
10720,3581,32,2,73.98
10721,3582,134,3,100.17
10722,3582,282,2,119.31
10723,3582,31,1,102.59
10724,3582,99,2,76.43
10725,3583,43,3,89.83
10726,3584,247,3,118.73
10727,3584,275,2,32.15
10728,3584,292,3,184.9
10729,3584,221,3,129.24
10730,3584,218,2,94.11
10731,3585,54,2,109.9
10732,3585,271,1,107.58
10733,3585,183,3,5.72
10734,3585,150,3,153.95
10735,3585,137,1,133.37
10736,3586,247,2,116.7
10737,3586,270,3,108.27
10738,3586,287,3,78.7
10739,3586,174,2,166.76
10740,3586,160,3,78.0
10741,3587,116,2,88.45
10742,3588,292,3,131.37
10743,3589,47,3,49.53
10744,3589,143,2,97.1
10745,3589,63,3,138.5
10746,3590,212,2,57.69
10747,3591,76,3,99.36
10748,3592,6,1,103.92
10749,3592,266,3,175.54
10750,3592,136,2,125.58
10751,3593,197,2,51.03
10752,3593,276,2,154.79
10753,3593,32,3,73.1
10754,3593,298,3,109.32
10755,3593,212,3,73.75
10756,3594,124,1,66.07
10757,3594,180,2,117.73
10758,3594,64,3,94.8
10759,3594,254,2,144.74
10760,3595,255,3,144.62
10761,3595,10,2,114.11
10762,3595,198,1,71.28
10763,3596,275,2,34.89
10764,3596,40,3,61.9
10765,3597,262,2,78.86
10766,3598,91,1,156.63
10767,3598,76,3,107.41
10768,3599,276,3,158.67
10769,3599,66,2,139.21
10770,3599,121,1,115.67
10771,3599,182,1,145.36
10772,3599,146,2,101.86
10773,3600,141,1,72.81
10774,3600,194,1,28.45
